"","program","program_link","station_name","mea_contribution","address","city","state","zipcode","location","available_to_the_public","lat","long"
"1","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","King Farm Village - Regency",NA,"800 Pleasant Dr","Rockville","MD",20850,"800 Pleasant Dr
Rockville, Maryland 20850
(39.11373596600049, -77.17123692299964)","Public","39.11373596600049"," -77.17123692299964"
"2","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Community College of Baltimore County (CCBC)",12796.3,"800 S Rolling","Catonsville","MD",21228,"800 S Rolling
Catonsville, Maryland 21228
(39.256481935000465, -76.73002548599965)","Public","39.256481935000465"," -76.73002548599965"
"3","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Harper's Choice Village Center",NA,"5440 Old Tucker Row","Columbia","MD",21044,"5440 Old Tucker Row
Columbia, Maryland 21044
(39.222329423000474, -76.88737999999967)","Public","39.222329423000474"," -76.88737999999967"
"4","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","West Street Garage",14929.56,"40 E West St","Baltimore","MD",21230,"40 E West St
Baltimore, Maryland 21230
(39.27590769200049, -76.61318340799966)","Public","39.27590769200049"," -76.61318340799966"
"5","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","Texaco",NA,"6400 New Hampshire Ave","Takoma Park","MD",20912,"6400 New Hampshire Ave
Takoma Park, Maryland 20912
(38.967215885000485, -77.00150465599967)","Public","38.967215885000485"," -77.00150465599967"
"6","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Win Kelly Dealership",NA,"12421 Auto Dr","Clarksville","MD",21029,"12421 Auto Dr
Clarksville, Maryland 21029
(39.21058276700046, -76.94179073399965)","Public","39.21058276700046"," -76.94179073399965"
"7","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",199.8,"","Silver Spring","MD",20903,"
Silver Spring, Maryland 20903
(39.010853505000455, -76.98247973299965)","","39.010853505000455"," -76.98247973299965"
"8","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","eVgo - FedEx Field Convenience Station",NA,"1600 FedEx Way","Landover","MD",20785,"1600 FedEx Way
Landover, Maryland 20785
(38.909088486000485, -76.86362613099965)","Public","38.909088486000485"," -76.86362613099965"
"9","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",144.22,"","Reisterstown","MD",21136,"
Reisterstown, Maryland 21136
(39.46183031600049, -76.81510577599965)","","39.46183031600049"," -76.81510577599965"
"10","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","University of Maryland - College Park - Turner Hall Visitor Center",NA,"1201 Turner Hall","College Park","MD",20742,"1201 Turner Hall
College Park, Maryland 20742
(38.985862116000476, -76.93695694999963)","Public","38.985862116000476"," -76.93695694999963"
"11","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"6300 Crain Hwy","La Plata","MD",21646,"6300 Crain Hwy
La Plata, Maryland 21646
(38.53867551500048, -76.98388583399964)","Public","38.53867551500048"," -76.98388583399964"
"12","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",169.8,"","Olney","MD",20832,"
Olney, Maryland 20832
(39.15280049000046, -77.07121777999964)","","39.15280049000046"," -77.07121777999964"
"13","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","MedImmune Ventures - Visitor's Parking Lot",NA,"1 Medimmune Way","Gaithersburg","MD",20878,"1 Medimmune Way
Gaithersburg, Maryland 20878
(39.12622556500048, -77.23168563299964)","Public","39.12622556500048"," -77.23168563299964"
"14","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"8050 Liberty Rd","Baltimore","MD",21244,"8050 Liberty Rd
Baltimore, Maryland 21244
(39.353543216000446, -76.75761042799968)","Public","39.353543216000446"," -76.75761042799968"
"15","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"1927 Emmorton Rd","Bel Air","MD",21015,"1927 Emmorton Rd
Bel Air, Maryland 21015
(39.503913147000446, -76.32736882099965)","Public","39.503913147000446"," -76.32736882099965"
"16","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Baltimore County Revenue Authority - Tolbert Garage",NA,"108 Ware Ave","Towson","MD",21204,"108 Ware Ave
Towson, Maryland 21204
(39.40321750700048, -76.60513297699964)","Public","39.40321750700048"," -76.60513297699964"
"17","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Veterans Affairs Maryland Health Care",NA,"10 N Greene St","Baltimore","MD",21201,"10 N Greene St
Baltimore, Maryland 21201
(39.289758178000454, -76.62374597199965)","Public","39.289758178000454"," -76.62374597199965"
"18","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","City of Towson - Glen Garage",NA,"Cross Campus Dr","Towson","MD",21252,"Cross Campus Dr
Towson, Maryland 21252
(39.39000400500049, -76.60532598299966)","Public","39.39000400500049"," -76.60532598299966"
"19","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Chevy Chase Nissan",NA,"7701 Wisconsin Ave","Bethesda","MD",20814,"7701 Wisconsin Ave
Bethesda, Maryland 20814
(38.986908206000464, -77.09473709399964)","Public","38.986908206000464"," -77.09473709399964"
"20","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",169.8,"","Frederick","MD",21704,"
Frederick, Maryland 21704
(39.36091321800046, -77.38237665899965)","","39.36091321800046"," -77.38237665899965"
"21","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",259.8,"","Chevy Chase","MD",20815,"
Chevy Chase, Maryland 20815
(38.977953123000475, -77.08250610499965)","","38.977953123000475"," -77.08250610499965"
"22","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","North Potomac Sunoco",NA,"10010 Darnestown Road","Rockville","MD",20878,"10010 Darnestown Road
Rockville, Maryland 20878
(39.096823782000456, -77.20604435099966)","Public","39.096823782000456"," -77.20604435099966"
"23","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","University of Maryland - University Plaza Garage",NA,"500 W Redwood St","Baltimore","MD",21201,"500 W Redwood St
Baltimore, Maryland 21201
(39.28861134800047, -76.62235103699965)","Public","39.28861134800047"," -76.62235103699965"
"24","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","City of Towson - Administrative Building",NA,"7764-7788 MD 45","Towson","MD",21204,"7764-7788 MD 45
Towson, Maryland 21204
(39.38389278800048, -76.60700878199964)","Public","39.38389278800048"," -76.60700878199964"
"25","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",199.99,"","Ellicott City","MD",21043,"
Ellicott City, Maryland 21043
(39.259561620000454, -76.80313963099968)","","39.259561620000454"," -76.80313963099968"
"26","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","Sunoco",NA,"1469 Rockville Pike","Rockville","MD",20852,"1469 Rockville Pike
Rockville, Maryland 20852
(39.06585976300045, -77.12746469899963)","Public","39.06585976300045"," -77.12746469899963"
"27","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Spinnaker Garage",NA,"707 President St","Baltimore","MD",21202,"707 President St
Baltimore, Maryland 21202
(39.28289226600049, -76.60136411399964)","Public","39.28289226600049"," -76.60136411399964"
"28","Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/index.html","Gate APG Lot D1",800,"6180 Guardian Gateway","Aberdeen","MD",21005,"6180 Guardian Gateway
Aberdeen, Maryland 21005
(39.48619555300047, -76.15627104899966)","Public","39.48619555300047"," -76.15627104899966"
"29","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","MDOT MTA at BWI MARC Station",31990.75,"Amtrak Way","Linthicum Heights","MD",21090,"Amtrak Way
Linthicum Heights, Maryland 21090
(39.2093941870005, -76.65996735499965)","Public","39.2093941870005"," -76.65996735499965"
"30","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","SemaConnect United States Headquarters",NA,"4961 Telsa Dr","Bowie","MD",20715,"4961 Telsa Dr
Bowie, Maryland 20715
(38.956984590000445, -76.70776960599966)","Public","38.956984590000445"," -76.70776960599966"
"31","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","University of Maryland",NA,"Motor Transportation Services, Bld 011","College Park","MD",20740,"Motor Transportation Services, Bld 011
College Park, Maryland 20740
(38.9967235470005, -76.92870594499965)","Private","38.9967235470005"," -76.92870594499965"
"32","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Tischer Nissan",NA,"3510 Ft Meade Rd","Laurel","MD",20724,"3510 Ft Meade Rd
Laurel, Maryland 20724
(39.10104704000048, -76.82164279899968)","Public","39.10104704000048"," -76.82164279899968"
"33","Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/index.html","Windsor Corporate Center 5C, LLC",400,"2560 Lord Baltimore Drive","Baltimore","MD",21244,"2560 Lord Baltimore Drive
Baltimore, Maryland 21244
(39.325725143000454, -76.75097998499967)","Public","39.325725143000454"," -76.75097998499967"
"34","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","W Express",NA,"10003 Fields Road","Gaithersburg","MD",20878,"10003 Fields Road
Gaithersburg, Maryland 20878
(39.116263940000465, -77.20526218499964)","Public","39.116263940000465"," -77.20526218499964"
"35","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","MOM's Organic Market",NA,"5566 Randolph Rd","Rockville","MD",20852,"5566 Randolph Rd
Rockville, Maryland 20852
(39.05328797700048, -77.11184382199963)","Public","39.05328797700048"," -77.11184382199963"
"36","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","The Residences at?Arundel Preserve",NA,"7789 Arundel Mills Blvd","Hanover","MD",21076,"7789 Arundel Mills Blvd
Hanover, Maryland 21076
(39.15372458800044, -76.74284767499967)","Public","39.15372458800044"," -76.74284767499967"
"37","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","MOM's Organic Market - Timonium",NA,"20 W Ridgley Rd","Lutherville-Timonium","MD",21093,"20 W Ridgley Rd
Lutherville-Timonium, Maryland 21093
(39.43007422700049, -76.62171062299967)","Public","39.43007422700049"," -76.62171062299967"
"38","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"1260 Liberty Rd","Eldersburg","MD",21784,"1260 Liberty Rd
Eldersburg, Maryland 21784
(39.404317824000486, -76.95140340199964)","Public","39.404317824000486"," -76.95140340199964"
"39","E-85 Refueling Stations","http://energy.maryland.gov/Transportation/e85Refueling.html","W Express",NA,"100 North Frederick Ave","Gaithersburg","MD",20877,"100 North Frederick Ave
Gaithersburg, Maryland 20877
(39.142679383000484, -77.20022297799966)","Public","39.142679383000484"," -77.20022297799966"
"40","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Maple Lawn",1200,"8160 Maple Law Blvd.,","Fulton","MD",20759,"8160 Maple Law Blvd.,
Fulton, Maryland 20759
(39.15392150100047, -76.92817585399968)","Public","39.15392150100047"," -76.92817585399968"
"41","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Water Street Garage",14929.56,"414 Water St","Baltimore","MD",21202,"414 Water St
Baltimore, Maryland 21202
(39.28864838600049, -76.60922155799966)","Public","39.28864838600049"," -76.60922155799966"
"42","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Len Stoler Nissan",NA,"11405 Reisterstown Rd","Owings Mills","MD",21117,"11405 Reisterstown Rd
Owings Mills, Maryland 21117
(39.43870671600047, -76.80374368399964)","Public","39.43870671600047"," -76.80374368399964"
"43","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Baltimore County Revenue Authority - Chesapeake Ave Garage",NA,"115 Towsontown Blvd W","Towson","MD",21204,"115 Towsontown Blvd W
Towson, Maryland 21204
(39.40203000500048, -76.61713863499966)","Public","39.40203000500048"," -76.61713863499966"
"44","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Charles County Hilton",12796.3,"10385 O'Donnell Pl","Waldorf","MD",20601,"10385 O'Donnell Pl
Waldorf, Maryland 20601
(38.61876532700046, -76.93259640299965)","Public","38.61876532700046"," -76.93259640299965"
"45","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",178,"","Columbia","MD",21045,"
Columbia, Maryland 21045
(39.205861697000444, -76.82756725299964)","","39.205861697000444"," -76.82756725299964"
"46","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","University of Maryland - College Park - Regents Dr",31990.75,"Regents Dr","College Park","MD",20740,"Regents Dr
College Park, Maryland 20740
(38.982151102000444, -76.93798877099965)","Public","38.982151102000444"," -76.93798877099965"
"47","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Baltimore Street Garage",12796.3,"15 Guilford Ave","Baltimore","MD",21202,"15 Guilford Ave
Baltimore, Maryland 21202
(39.290044804000445, -76.61097566899963)","Public","39.290044804000445"," -76.61097566899963"
"48","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","University of Maryland-College Park - Lot U4",NA,"4116-4138 Mowatt Ln","College Park","MD",20740,"4116-4138 Mowatt Ln
College Park, Maryland 20740
(38.981291988000464, -76.94484839099965)","Public","38.981291988000464"," -76.94484839099965"
"49","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Norris Nissan West",NA,"8569 Baltimore National Pike","Ellicott City","MD",21043,"8569 Baltimore National Pike
Ellicott City, Maryland 21043
(39.28332564900046, -76.80905632299965)","Public","39.28332564900046"," -76.80905632299965"
"50","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Towne Place Suites",NA,"5050 Westview Dr","Frederick","MD",21703,"5050 Westview Dr
Frederick, Maryland 21703
(39.37698002700046, -77.41334848499963)","Public","39.37698002700046"," -77.41334848499963"
"51","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",169.8,"","Potomac","MD",20854,"
Potomac, Maryland 20854
(39.03906128100044, -77.19744887999963)","","39.03906128100044"," -77.19744887999963"
"52","Electric Vehicle Infrastructure Program (EVIP)","http://energy.maryland.gov/Transportation/electric.html","Dorsey Building - Howard County",31990.75,"9250 Bendix Rd","Columbia","MD",21045,"9250 Bendix Rd
Columbia, Maryland 21045
(39.235382880000486, -76.82946021699968)","Public","39.235382880000486"," -76.82946021699968"
"53","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","The Alaire",NA,"1011 Higgins Pl","Rockville","MD",20852,"1011 Higgins Pl
Rockville, Maryland 20852
(39.04877236800047, -77.11997743299963)","Public","39.04877236800047"," -77.11997743299963"
"54","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Patuxent Woods",NA,"9755 Patuxent Woods Dr","Columbia","MD",21046,"9755 Patuxent Woods Dr
Columbia, Maryland 21046
(39.17670154700045, -76.85228490299966)","Public","39.17670154700045"," -76.85228490299966"
"55","Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/index.html","President Street Garage",400,"815 E Pratt St","Baltimore","MD",21202,"815 E Pratt St
Baltimore, Maryland 21202
(39.28720340600046, -76.60342150499963)","Public","39.28720340600046"," -76.60342150499963"
"56","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",169.8,"","Lutherville","MD",21093,"
Lutherville, Maryland 21093
(39.44222130600048, -76.63706917599967)","","39.44222130600048"," -76.63706917599967"
"57","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",190.5,"","Catonsville","MD",21228,"
Catonsville, Maryland 21228
(39.27721103300047, -76.73836863399964)","","39.27721103300047"," -76.73836863399964"
"58","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"2016 Rock Spring Rd","Forest Hill","MD",21050,"2016 Rock Spring Rd
Forest Hill, Maryland 21050
(39.57351902000045, -76.38543329299966)","Public","39.57351902000045"," -76.38543329299966"
"59","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"1201 E Churchville Rd","Bel Air","MD",21014,"1201 E Churchville Rd
Bel Air, Maryland 21014
(39.543185107000454, -76.32693767399968)","Public","39.543185107000454"," -76.32693767399968"
"60","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Clinton Electric",NA,"1830 York Rd","Lutherville","MD",21093,"1830 York Rd
Lutherville, Maryland 21093
(39.43268680100044, -76.62269066399966)","Public","39.43268680100044"," -76.62269066399966"
"61","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Hawkins Electric",NA,"8001 Sheriff Rd","Landover","MD",20785,"8001 Sheriff Rd
Landover, Maryland 20785
(38.91351720500046, -76.86781525799967)","Public","38.91351720500046"," -76.86781525799967"
"62","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",169.8,"","Rockville","MD",20852,"
Rockville, Maryland 20852
(39.04877236800047, -77.11997743299963)","","39.04877236800047"," -77.11997743299963"
"63","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"5657 Baltimore National Pike","Catonsville","MD",21228,"5657 Baltimore National Pike
Catonsville, Maryland 21228
(39.28875050400046, -76.72823641899964)","Public","39.28875050400046"," -76.72823641899964"
"64","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",98,"","Nottingham","MD",21236,"
Nottingham, Maryland 21236
(39.38927306900047, -76.48624968999968)","","39.38927306900047"," -76.48624968999968"
"65","Residential Electric Vehicle Supply Equipment Tax Credit Program","http://energy.maryland.gov/Transportation/evse/","",240,"","Bethesda","MD",20816,"
Bethesda, Maryland 20816
(38.95808341300045, -77.11365979399966)","","38.95808341300045"," -77.11365979399966"
"66","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","LifeBridge Health - Cylburn Garage",NA,"2401 W Belvedere Ave","Baltimore","MD",21215,"2401 W Belvedere Ave
Baltimore, Maryland 21215
(39.35468514100046, -76.66225112699965)","Public","39.35468514100046"," -76.66225112699965"
"67","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"2204 Rolling Rd","Baltimore","MD",21244,"2204 Rolling Rd
Baltimore, Maryland 21244
(39.32022592900046, -76.75815987599964)","Public","39.32022592900046"," -76.75815987599964"
"68","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Carmax Nissan - White Marsh",NA,"10201 Philadelphia Rd","White Marsh","MD",21162,"10201 Philadelphia Rd
White Marsh, Maryland 21162
(39.3697381450005, -76.44686839999963)","Public","39.3697381450005"," -76.44686839999963"
"69","Electric Vehicle Charging Stations","http://www.afdc.energy.gov/locator/stations/","Walgreens",NA,"585 Marketplace Dr","Bel Air","MD",21014,"585 Marketplace Dr
Bel Air, Maryland 21014
(39.52436606500049, -76.34974998099966)","Public","39.52436606500049"," -76.34974998099966"
